city,city_tier,platform_type,month_of_year,shield_score,daily_earnings,weekly_earnings,renewal_count,historical_payout_count,claim_frequency,flood_risk_score,aqi_risk_score,heat_risk_score,rainfall_risk_score,traffic_disruption_risk,social_disruption_risk,historical_disruption_freq,is_monsoon,is_heat_season,is_holiday_period,weekly_premium
Surat,Tier 2,Domestic Worker,10,60,609.0,3654.0,19,7,0.368,0.378,0.43,0.342,0.366,0.118,0.282,0.198,0,0,1,57
Nagpur,Tier 2,Construction Worker,8,74,475.0,2850.0,3,1,0.333,0.439,0.355,0.362,0.484,0.459,0.029,0.296,1,0,0,69
Ahmedabad,Tier 2,Delivery Partner,6,86,881.0,5286.0,11,4,0.364,0.42,0.598,0.358,0.44,0.33,0.016,0.054,1,1,0,81
Muzaffarpur,Tier 4,Domestic Worker,6,75,854.0,5124.0,22,1,0.045,0.588,0.208,0.567,0.622,0.299,0.25,0.284,1,1,0,53
Delhi,Tier 1,Grocery Rider,8,73,1086.0,6516.0,4,6,1.5,0.298,0.622,0.31,0.296,0.127,0.318,0.175,1,0,0,109
Chennai,Tier 1,Last-Mile Logistics,10,63,1121.0,6726.0,6,3,0.5,0.408,0.538,0.404,0.415,0.296,0.366,0.088,0,0,1,96
Chennai,Tier 1,Gig Driver,4,50,799.0,4794.0,14,3,0.214,0.314,0.53,0.285,0.334,0.221,0.074,0.069,0,1,0,79
Surat,Tier 2,Delivery Partner,7,67,901.0,5406.0,1,1,1.0,0.432,0.52,0.418,0.428,0.288,0.256,0.198,1,0,0,96
Coimbatore,Tier 3,Gig Driver,11,69,904.0,5424.0,18,8,0.444,0.475,0.455,0.622,0.45,0.565,0.287,0.279,0,0,1,65
Hyderabad,Tier 1,Gig Driver,1,64,817.0,4902.0,16,0,0.0,0.243,0.476,0.33,0.235,0.203,0.315,0.1,0,0,1,67
Muzaffarpur,Tier 4,Gig Driver,10,72,1181.0,7086.0,15,8,0.533,0.533,0.23,0.593,0.57,0.492,0.249,0.145,0,0,1,50
Kolkata,Tier 1,Construction Worker,10,61,943.0,5658.0,5,2,0.4,0.381,0.641,0.315,0.345,0.373,0.283,0.287,0,0,1,95
Chennai,Tier 1,Gig Driver,11,64,810.0,4860.0,19,5,0.263,0.283,0.615,0.368,0.335,0.39,0.309,0.15,0,0,1,85
Agra,Tier 3,Gig Driver,7,65,837.0,5022.0,19,3,0.158,0.454,0.569,0.48,0.435,0.583,0.064,0.286,1,0,0,78
Jaipur,Tier 2,Gig Driver,6,59,432.0,2592.0,9,7,0.778,0.351,0.584,0.303,0.375,0.351,0.349,0.075,1,1,0,81
Hyderabad,Tier 1,Grocery Rider,7,85,935.0,5610.0,19,8,0.421,0.436,0.606,0.26,0.44,0.299,0.124,0.185,1,0,0,109
Lucknow,Tier 2,Construction Worker,9,58,1183.0,7098.0,10,8,0.8,0.272,0.581,0.42,0.307,0.515,0.144,0.179,1,0,0,91
Pune,Tier 2,Grocery Rider,4,50,1140.0,6840.0,19,4,0.211,0.457,0.377,0.327,0.454,0.149,0.248,0.093,0,1,0,72
Nagpur,Tier 2,Construction Worker,3,69,653.0,3918.0,22,2,0.091,0.419,0.471,0.545,0.465,0.28,0.018,0.304,0,0,0,66
Agra,Tier 3,Domestic Worker,12,82,1126.0,6756.0,20,5,0.25,0.459,0.677,0.477,0.511,0.241,0.381,0.066,0,0,1,61
Chennai,Tier 1,Last-Mile Logistics,9,75,782.0,4692.0,15,6,0.4,0.256,0.576,0.298,0.286,0.227,0.382,0.059,1,0,0,100
Muzaffarpur,Tier 4,Last-Mile Logistics,7,64,731.0,4386.0,0,8,8.0,0.508,0.323,0.668,0.528,0.39,0.036,0.258,1,0,0,54
Chennai,Tier 1,Delivery Partner,7,77,600.0,3600.0,4,0,0.0,0.304,0.488,0.465,0.286,0.383,0.057,0.261,1,0,0,89
Delhi,Tier 1,Grocery Rider,5,70,790.0,4740.0,24,2,0.083,0.432,0.53,0.372,0.447,0.445,0.043,0.296,0,1,0,104
Lucknow,Tier 2,Construction Worker,5,62,1029.0,6174.0,4,0,0.0,0.344,0.375,0.458,0.398,0.544,0.383,0.31,0,1,0,86
Lucknow,Tier 2,Grocery Rider,9,66,881.0,5286.0,1,5,5.0,0.402,0.441,0.526,0.412,0.332,0.399,0.198,1,0,0,97
Coimbatore,Tier 3,Delivery Partner,10,72,1051.0,6306.0,21,8,0.381,0.594,0.647,0.577,0.56,0.531,0.357,0.108,0,0,1,74
Ahmedabad,Tier 2,Construction Worker,11,73,917.0,5502.0,17,6,0.353,0.386,0.363,0.486,0.398,0.424,0.201,0.198,0,0,1,72
Ahmedabad,Tier 2,Domestic Worker,12,65,527.0,3162.0,9,0,0.0,0.299,0.593,0.338,0.296,0.395,0.244,0.096,0,0,1,60
Patna,Tier 3,Gig Driver,7,79,590.0,3540.0,21,5,0.238,0.472,0.684,0.606,0.495,0.141,0.167,0.218,1,0,0,71
Muzaffarpur,Tier 4,Delivery Partner,1,69,881.0,5286.0,23,4,0.174,0.532,0.395,0.66,0.511,0.519,0.041,0.301,0,0,1,49
Pune,Tier 2,Domestic Worker,8,66,1126.0,6756.0,7,5,0.714,0.341,0.422,0.425,0.352,0.272,0.277,0.278,1,0,0,91
Gorakhpur,Tier 4,Domestic Worker,12,82,715.0,4290.0,19,3,0.158,0.619,0.319,0.698,0.63,0.576,0.334,0.321,0,0,1,50
Pune,Tier 2,Last-Mile Logistics,8,69,601.0,3606.0,5,1,0.2,0.343,0.355,0.431,0.359,0.363,0.39,0.323,1,0,0,80
Kolkata,Tier 1,Grocery Rider,12,67,739.0,4434.0,16,1,0.062,0.29,0.6,0.381,0.318,0.527,0.322,0.09,0,0,1,87
Patna,Tier 3,Delivery Partner,7,65,636.0,3816.0,8,8,1.0,0.413,0.572,0.489,0.397,0.447,0.308,0.123,1,0,0,76
Jaipur,Tier 2,Grocery Rider,3,54,597.0,3582.0,18,4,0.222,0.252,0.409,0.334,0.288,0.183,0.211,0.227,0,0,0,52
Mumbai,Tier 1,Last-Mile Logistics,8,61,1037.0,6222.0,22,2,0.091,0.308,0.513,0.378,0.349,0.237,0.049,0.217,1,0,0,100
Delhi,Tier 1,Grocery Rider,6,64,918.0,5508.0,19,0,0.0,0.324,0.555,0.386,0.366,0.453,0.214,0.254,1,1,0,106
Bareilly,Tier 4,Construction Worker,5,69,730.0,4380.0,15,8,0.533,0.641,0.346,0.468,0.666,0.115,0.299,0.278,0,1,0,54
Nagpur,Tier 2,Delivery Partner,12,54,665.0,3990.0,10,8,0.8,0.273,0.491,0.42,0.256,0.406,0.295,0.28,0,0,1,70
Ahmedabad,Tier 2,Grocery Rider,9,69,1162.0,6972.0,2,8,4.0,0.466,0.424,0.34,0.463,0.301,0.23,0.225,1,0,0,93
Kolkata,Tier 1,Gig Driver,9,72,484.0,2904.0,17,6,0.353,0.415,0.477,0.493,0.385,0.579,0.036,0.119,1,0,0,112
Bangalore,Tier 1,Last-Mile Logistics,4,72,1080.0,6480.0,6,5,0.833,0.309,0.632,0.398,0.341,0.523,0.119,0.156,0,1,0,112
Surat,Tier 2,Last-Mile Logistics,5,73,728.0,4368.0,6,8,1.333,0.498,0.468,0.438,0.501,0.261,0.03,0.319,0,1,0,76
Bhopal,Tier 3,Domestic Worker,11,67,1021.0,6126.0,0,1,1.0,0.556,0.552,0.464,0.586,0.45,0.219,0.233,0,0,1,67
Nagpur,Tier 2,Gig Driver,4,71,555.0,3330.0,20,3,0.15,0.302,0.515,0.528,0.312,0.204,0.259,0.311,0,1,0,68
Delhi,Tier 1,Construction Worker,6,78,829.0,4974.0,12,1,0.083,0.388,0.435,0.337,0.388,0.356,0.372,0.312,1,1,0,101
Patna,Tier 3,Last-Mile Logistics,9,69,686.0,4116.0,23,4,0.174,0.473,0.604,0.626,0.522,0.427,0.335,0.208,1,0,0,80
Mumbai,Tier 1,Domestic Worker,6,73,844.0,5064.0,16,8,0.5,0.386,0.455,0.342,0.384,0.58,0.178,0.277,1,1,0,106
Coimbatore,Tier 3,Gig Driver,1,61,857.0,5142.0,9,3,0.333,0.624,0.569,0.636,0.583,0.137,0.357,0.304,0,0,1,70
Surat,Tier 2,Domestic Worker,2,74,706.0,4236.0,3,2,0.667,0.484,0.458,0.435,0.48,0.382,0.188,0.064,0,0,0,74
Muzaffarpur,Tier 4,Domestic Worker,1,70,871.0,5226.0,20,1,0.05,0.485,0.201,0.511,0.507,0.15,0.364,0.115,0,0,1,49
Pune,Tier 2,Construction Worker,11,65,411.0,2466.0,24,3,0.125,0.443,0.569,0.454,0.418,0.243,0.19,0.336,0,0,1,63
Indore,Tier 3,Delivery Partner,4,81,752.0,4512.0,17,6,0.353,0.474,0.564,0.418,0.506,0.222,0.29,0.071,0,1,0,57
Bangalore,Tier 1,Construction Worker,11,73,1174.0,7044.0,4,0,0.0,0.319,0.582,0.343,0.306,0.322,0.066,0.345,0,0,1,87
Coimbatore,Tier 3,Construction Worker,6,74,901.0,5406.0,1,1,1.0,0.535,0.616,0.429,0.537,0.244,0.376,0.279,1,1,0,76
Bangalore,Tier 1,Delivery Partner,3,61,409.0,2454.0,8,8,1.0,0.261,0.57,0.308,0.286,0.544,0.278,0.168,0,0,0,74
Bangalore,Tier 1,Domestic Worker,4,62,542.0,3252.0,8,6,0.75,0.359,0.491,0.463,0.399,0.405,0.146,0.113,0,1,0,85
Patna,Tier 3,Gig Driver,11,71,580.0,3480.0,12,6,0.5,0.449,0.491,0.594,0.427,0.363,0.181,0.224,0,0,1,59
Surat,Tier 2,Delivery Partner,7,68,741.0,4446.0,21,1,0.048,0.402,0.489,0.463,0.377,0.423,0.073,0.275,1,0,0,86
Muzaffarpur,Tier 4,Delivery Partner,11,87,438.0,2628.0,23,1,0.043,0.552,0.376,0.507,0.576,0.415,0.235,0.156,0,0,1,49
Gorakhpur,Tier 4,Delivery Partner,12,100,778.0,4668.0,2,5,2.5,0.625,0.308,0.501,0.584,0.103,0.12,0.275,0,0,1,49
Agra,Tier 3,Delivery Partner,5,64,1167.0,7002.0,21,4,0.19,0.526,0.679,0.577,0.546,0.143,0.088,0.053,0,1,0,79
Bareilly,Tier 4,Delivery Partner,5,60,1029.0,6174.0,24,7,0.292,0.535,0.405,0.483,0.499,0.27,0.163,0.155,0,1,0,58
Patna,Tier 3,Gig Driver,11,68,681.0,4086.0,0,7,7.0,0.609,0.467,0.636,0.647,0.144,0.117,0.162,0,0,1,58
Kolkata,Tier 1,Domestic Worker,4,77,915.0,5490.0,4,6,1.5,0.389,0.429,0.458,0.421,0.389,0.356,0.26,0,1,0,105
Muzaffarpur,Tier 4,Last-Mile Logistics,11,68,795.0,4770.0,4,4,1.0,0.464,0.439,0.482,0.487,0.353,0.01,0.327,0,0,1,49
Nagpur,Tier 2,Delivery Partner,9,72,583.0,3498.0,17,2,0.118,0.28,0.441,0.364,0.303,0.583,0.23,0.317,1,0,0,80
Chennai,Tier 1,Delivery Partner,1,67,1084.0,6504.0,18,6,0.333,0.318,0.617,0.323,0.299,0.528,0.235,0.317,0,0,1,103
Muzaffarpur,Tier 4,Domestic Worker,2,43,901.0,5406.0,9,3,0.333,0.648,0.27,0.589,0.654,0.167,0.326,0.232,0,0,0,49
Nagpur,Tier 2,Grocery Rider,7,70,487.0,2922.0,20,8,0.4,0.377,0.371,0.542,0.343,0.477,0.21,0.161,1,0,0,81
Hyderabad,Tier 1,Grocery Rider,3,74,868.0,5208.0,7,4,0.571,0.27,0.628,0.326,0.288,0.372,0.04,0.33,0,0,0,78
Pune,Tier 2,Delivery Partner,3,63,710.0,4260.0,21,0,0.0,0.4,0.478,0.474,0.366,0.242,0.328,0.074,0,0,0,67
Muzaffarpur,Tier 4,Gig Driver,11,66,890.0,5340.0,17,1,0.059,0.488,0.217,0.504,0.452,0.256,0.206,0.227,0,0,1,49
Lucknow,Tier 2,Construction Worker,2,79,887.0,5322.0,8,1,0.125,0.353,0.468,0.404,0.402,0.215,0.002,0.245,0,0,0,60
Pune,Tier 2,Construction Worker,10,74,1087.0,6522.0,15,5,0.333,0.269,0.377,0.424,0.303,0.237,0.287,0.228,0,0,1,60
Nagpur,Tier 2,Grocery Rider,11,62,1068.0,6408.0,20,3,0.15,0.355,0.494,0.518,0.406,0.286,0.084,0.283,0,0,1,73
Chennai,Tier 1,Last-Mile Logistics,10,56,1124.0,6744.0,2,3,1.5,0.25,0.406,0.255,0.287,0.431,0.124,0.146,0,0,1,72
Surat,Tier 2,Gig Driver,8,87,447.0,2682.0,10,4,0.4,0.482,0.406,0.55,0.451,0.486,0.089,0.074,1,0,0,75
Gorakhpur,Tier 4,Grocery Rider,10,91,846.0,5076.0,18,5,0.278,0.663,0.279,0.581,0.645,0.277,0.357,0.1,0,0,1,49
Surat,Tier 2,Gig Driver,3,74,926.0,5556.0,0,5,5.0,0.299,0.448,0.537,0.294,0.434,0.296,0.184,0,0,0,69
Ahmedabad,Tier 2,Grocery Rider,12,72,766.0,4596.0,23,6,0.261,0.392,0.523,0.448,0.441,0.278,0.12,0.114,0,0,1,67
Jaipur,Tier 2,Last-Mile Logistics,3,76,928.0,5568.0,21,5,0.238,0.404,0.562,0.42,0.451,0.28,0.371,0.26,0,0,0,75
Bhopal,Tier 3,Gig Driver,8,77,826.0,4956.0,11,4,0.364,0.434,0.598,0.479,0.396,0.574,0.257,0.313,1,0,0,71
Bhopal,Tier 3,Domestic Worker,2,58,810.0,4860.0,5,1,0.2,0.569,0.69,0.463,0.6,0.562,0.268,0.329,0,0,0,76
Jaipur,Tier 2,Grocery Rider,9,78,962.0,5772.0,6,4,0.667,0.261,0.577,0.421,0.281,0.383,0.06,0.191,1,0,0,80
Bangalore,Tier 1,Construction Worker,2,91,1039.0,6234.0,0,8,8.0,0.436,0.552,0.314,0.485,0.488,0.23,0.259,0,0,0,89
Mumbai,Tier 1,Domestic Worker,10,74,695.0,4170.0,12,3,0.25,0.378,0.41,0.347,0.381,0.183,0.009,0.09,0,0,1,67
Delhi,Tier 1,Domestic Worker,5,85,1191.0,7146.0,17,8,0.471,0.287,0.55,0.484,0.275,0.459,0.302,0.077,0,1,0,112
Bhopal,Tier 3,Construction Worker,3,75,427.0,2562.0,11,6,0.545,0.423,0.462,0.484,0.432,0.366,0.107,0.323,0,0,0,49
Ahmedabad,Tier 2,Domestic Worker,12,66,640.0,3840.0,9,2,0.222,0.383,0.452,0.368,0.358,0.51,0.398,0.149,0,0,1,68
Coimbatore,Tier 3,Domestic Worker,9,89,975.0,5850.0,2,6,3.0,0.498,0.676,0.54,0.493,0.423,0.381,0.288,1,0,0,77
Nagpur,Tier 2,Domestic Worker,1,70,776.0,4656.0,21,3,0.143,0.329,0.525,0.507,0.369,0.595,0.109,0.312,0,0,1,73
Bareilly,Tier 4,Construction Worker,3,64,987.0,5922.0,24,8,0.333,0.476,0.397,0.583,0.458,0.428,0.257,0.113,0,0,0,54
Hyderabad,Tier 1,Gig Driver,3,71,856.0,5136.0,5,2,0.4,0.419,0.632,0.382,0.452,0.32,0.298,0.111,0,0,0,95
Bhopal,Tier 3,Last-Mile Logistics,1,89,415.0,2490.0,7,7,1.0,0.581,0.659,0.5,0.568,0.526,0.31,0.136,0,0,1,54
Ahmedabad,Tier 2,Delivery Partner,5,86,851.0,5106.0,11,3,0.273,0.291,0.427,0.525,0.331,0.593,0.307,0.333,0,1,0,74
Delhi,Tier 1,Construction Worker,4,80,416.0,2496.0,16,5,0.312,0.368,0.517,0.337,0.417,0.527,0.009,0.233,0,1,0,80
Patna,Tier 3,Gig Driver,8,58,1066.0,6396.0,1,0,0.0,0.477,0.686,0.445,0.496,0.436,0.101,0.147,1,0,0,79
Surat,Tier 2,Delivery Partner,12,77,663.0,3978.0,16,4,0.25,0.383,0.365,0.352,0.393,0.143,0.337,0.265,0,0,1,55
Jaipur,Tier 2,Domestic Worker,9,73,1152.0,6912.0,18,2,0.111,0.389,0.5,0.544,0.414,0.115,0.29,0.322,1,0,0,95
Patna,Tier 3,Construction Worker,7,76,937.0,5622.0,11,1,0.091,0.648,0.473,0.567,0.612,0.42,0.243,0.096,1,0,0,86
Agra,Tier 3,Last-Mile Logistics,7,78,503.0,3018.0,7,8,1.143,0.466,0.659,0.482,0.468,0.571,0.091,0.167,1,0,0,67
Patna,Tier 3,Last-Mile Logistics,6,89,1121.0,6726.0,15,7,0.467,0.629,0.644,0.457,0.569,0.292,0.057,0.263,1,1,0,81
Bareilly,Tier 4,Delivery Partner,9,67,1069.0,6414.0,4,7,1.75,0.512,0.308,0.617,0.504,0.321,0.026,0.17,1,0,0,58
Kolkata,Tier 1,Grocery Rider,2,74,731.0,4386.0,16,4,0.25,0.306,0.576,0.486,0.302,0.32,0.318,0.233,0,0,0,88
Pune,Tier 2,Grocery Rider,3,75,549.0,3294.0,5,5,1.0,0.378,0.482,0.519,0.386,0.24,0.092,0.312,0,0,0,59
Bareilly,Tier 4,Construction Worker,2,68,550.0,3300.0,21,3,0.143,0.643,0.319,0.538,0.615,0.526,0.222,0.265,0,0,0,49
Indore,Tier 3,Last-Mile Logistics,12,76,420.0,2520.0,3,7,2.333,0.494,0.674,0.469,0.472,0.251,0.245,0.181,0,0,1,52
Bhopal,Tier 3,Gig Driver,4,78,939.0,5634.0,18,2,0.111,0.451,0.683,0.466,0.421,0.145,0.225,0.084,0,1,0,66
Indore,Tier 3,Delivery Partner,4,66,625.0,3750.0,1,2,2.0,0.551,0.654,0.59,0.522,0.223,0.386,0.052,0,1,0,71
Gorakhpur,Tier 4,Domestic Worker,3,69,1158.0,6948.0,4,8,2.0,0.536,0.31,0.627,0.541,0.259,0.222,0.269,0,0,0,51
Delhi,Tier 1,Domestic Worker,3,58,931.0,5586.0,1,2,2.0,0.254,0.508,0.299,0.283,0.158,0.009,0.065,0,0,0,65
Jaipur,Tier 2,Grocery Rider,9,67,487.0,2922.0,12,0,0.0,0.377,0.466,0.538,0.434,0.49,0.241,0.186,1,0,0,86
Lucknow,Tier 2,Delivery Partner,4,77,882.0,5292.0,14,7,0.5,0.395,0.408,0.312,0.45,0.257,0.177,0.084,0,1,0,65
Bhopal,Tier 3,Grocery Rider,4,69,1109.0,6654.0,13,2,0.154,0.582,0.491,0.541,0.555,0.189,0.344,0.171,0,1,0,76
Gorakhpur,Tier 4,Grocery Rider,10,58,706.0,4236.0,21,8,0.381,0.668,0.291,0.688,0.696,0.172,0.071,0.309,0,0,1,49
Jaipur,Tier 2,Grocery Rider,12,80,1039.0,6234.0,21,5,0.238,0.283,0.378,0.531,0.33,0.395,0.308,0.179,0,0,1,62
Coimbatore,Tier 3,Domestic Worker,10,64,595.0,3570.0,2,3,1.5,0.582,0.555,0.645,0.559,0.561,0.373,0.123,0,0,1,72
Patna,Tier 3,Gig Driver,3,68,1134.0,6804.0,3,0,0.0,0.513,0.636,0.517,0.484,0.2,0.17,0.277,0,0,0,69
Pune,Tier 2,Domestic Worker,9,91,626.0,3756.0,21,6,0.286,0.37,0.361,0.504,0.432,0.303,0.004,0.101,1,0,0,68
Hyderabad,Tier 1,Domestic Worker,2,86,1030.0,6180.0,5,7,1.4,0.263,0.591,0.422,0.269,0.373,0.059,0.186,0,0,0,83
Bareilly,Tier 4,Domestic Worker,1,69,1072.0,6432.0,17,8,0.471,0.598,0.248,0.595,0.589,0.299,0.048,0.175,0,0,1,50
Chennai,Tier 1,Delivery Partner,8,51,1140.0,6840.0,21,2,0.095,0.294,0.589,0.383,0.335,0.23,0.377,0.209,1,0,0,113
Bareilly,Tier 4,Domestic Worker,1,66,480.0,2880.0,24,6,0.25,0.618,0.202,0.569,0.575,0.414,0.392,0.189,0,0,1,49
Agra,Tier 3,Gig Driver,6,72,797.0,4782.0,1,8,8.0,0.633,0.672,0.596,0.599,0.373,0.09,0.183,1,1,0,91
Indore,Tier 3,Grocery Rider,8,87,1117.0,6702.0,24,6,0.25,0.504,0.454,0.615,0.471,0.411,0.01,0.17,1,0,0,72
Nagpur,Tier 2,Domestic Worker,12,51,1124.0,6744.0,24,1,0.042,0.467,0.409,0.32,0.483,0.268,0.269,0.06,0,0,1,69
Indore,Tier 3,Grocery Rider,5,76,570.0,3420.0,15,3,0.2,0.614,0.465,0.454,0.652,0.317,0.281,0.105,0,1,0,60
Bangalore,Tier 1,Last-Mile Logistics,10,89,652.0,3912.0,17,6,0.353,0.407,0.551,0.347,0.422,0.388,0.066,0.171,0,0,1,77
Jaipur,Tier 2,Grocery Rider,1,59,1009.0,6054.0,22,0,0.0,0.371,0.585,0.373,0.375,0.493,0.218,0.214,0,0,1,74
Gorakhpur,Tier 4,Domestic Worker,2,70,617.0,3702.0,16,0,0.0,0.7,0.277,0.671,0.698,0.27,0.217,0.302,0,0,0,49
Patna,Tier 3,Construction Worker,4,56,434.0,2604.0,22,5,0.227,0.55,0.664,0.495,0.569,0.414,0.15,0.092,0,1,0,65
Indore,Tier 3,Last-Mile Logistics,2,81,949.0,5694.0,4,6,1.5,0.404,0.504,0.417,0.421,0.478,0.044,0.302,0,0,0,54
Gorakhpur,Tier 4,Last-Mile Logistics,5,94,1177.0,7062.0,17,6,0.353,0.471,0.425,0.482,0.463,0.526,0.363,0.202,0,1,0,59
Gorakhpur,Tier 4,Last-Mile Logistics,10,91,1066.0,6396.0,8,6,0.75,0.48,0.403,0.57,0.477,0.312,0.204,0.334,0,0,1,49
Pune,Tier 2,Gig Driver,9,79,544.0,3264.0,17,7,0.412,0.431,0.553,0.47,0.449,0.382,0.344,0.296,1,0,0,87
Kolkata,Tier 1,Last-Mile Logistics,9,53,1096.0,6576.0,17,7,0.412,0.308,0.602,0.316,0.278,0.348,0.04,0.276,1,0,0,106
Jaipur,Tier 2,Last-Mile Logistics,10,66,470.0,2820.0,11,6,0.545,0.322,0.545,0.338,0.355,0.559,0.272,0.293,0,0,1,59
Hyderabad,Tier 1,Construction Worker,2,68,1116.0,6696.0,23,3,0.13,0.379,0.56,0.416,0.383,0.122,0.314,0.254,0,0,0,89
Coimbatore,Tier 3,Construction Worker,3,83,669.0,4014.0,3,3,1.0,0.474,0.668,0.599,0.478,0.165,0.086,0.247,0,0,0,55
Agra,Tier 3,Gig Driver,6,85,1160.0,6960.0,17,0,0.0,0.601,0.544,0.597,0.576,0.184,0.013,0.166,1,1,0,78
Kolkata,Tier 1,Gig Driver,11,69,565.0,3390.0,0,1,1.0,0.442,0.406,0.446,0.43,0.119,0.367,0.092,0,0,1,77
Hyderabad,Tier 1,Gig Driver,10,51,452.0,2712.0,13,1,0.077,0.212,0.429,0.268,0.267,0.343,0.137,0.176,0,0,1,59
Bangalore,Tier 1,Last-Mile Logistics,4,79,656.0,3936.0,11,1,0.091,0.295,0.553,0.406,0.314,0.3,0.394,0.296,0,1,0,91
Bareilly,Tier 4,Delivery Partner,12,91,616.0,3696.0,12,6,0.5,0.475,0.288,0.551,0.429,0.507,0.144,0.224,0,0,1,49
Bareilly,Tier 4,Construction Worker,9,74,1160.0,6960.0,9,0,0.0,0.7,0.293,0.525,0.716,0.599,0.252,0.289,1,0,0,77
Kolkata,Tier 1,Construction Worker,8,64,859.0,5154.0,14,0,0.0,0.408,0.572,0.255,0.401,0.172,0.093,0.322,1,0,0,100
Pune,Tier 2,Construction Worker,9,83,827.0,4962.0,9,3,0.333,0.305,0.391,0.359,0.325,0.236,0.379,0.189,1,0,0,65
Delhi,Tier 1,Domestic Worker,9,72,663.0,3978.0,16,3,0.188,0.363,0.47,0.393,0.404,0.564,0.104,0.15,1,0,0,103
Bareilly,Tier 4,Grocery Rider,11,81,1121.0,6726.0,1,5,5.0,0.472,0.233,0.574,0.435,0.273,0.059,0.241,0,0,1,49
Ahmedabad,Tier 2,Construction Worker,1,87,1085.0,6510.0,5,1,0.2,0.279,0.522,0.402,0.272,0.301,0.03,0.259,0,0,1,54
Jaipur,Tier 2,Gig Driver,6,61,497.0,2982.0,21,6,0.286,0.466,0.473,0.443,0.476,0.305,0.077,0.274,1,1,0,76
Patna,Tier 3,Domestic Worker,4,60,645.0,3870.0,16,0,0.0,0.519,0.562,0.577,0.529,0.422,0.286,0.138,0,1,0,73
Bangalore,Tier 1,Delivery Partner,9,64,646.0,3876.0,9,8,0.889,0.446,0.604,0.291,0.402,0.121,0.098,0.084,1,0,0,90
Gorakhpur,Tier 4,Last-Mile Logistics,6,85,989.0,5934.0,8,3,0.375,0.504,0.3,0.577,0.535,0.52,0.364,0.203,1,1,0,62
Bareilly,Tier 4,Grocery Rider,8,63,852.0,5112.0,12,0,0.0,0.512,0.308,0.609,0.486,0.126,0.004,0.057,1,0,0,51
Jaipur,Tier 2,Grocery Rider,7,62,1189.0,7134.0,16,1,0.062,0.327,0.382,0.436,0.38,0.439,0.118,0.218,1,0,0,83
Muzaffarpur,Tier 4,Delivery Partner,9,83,933.0,5598.0,9,5,0.556,0.668,0.418,0.595,0.644,0.421,0.327,0.052,1,0,0,72
Chennai,Tier 1,Domestic Worker,5,84,580.0,3480.0,17,4,0.235,0.319,0.433,0.349,0.305,0.282,0.149,0.348,0,1,0,74
Coimbatore,Tier 3,Gig Driver,10,66,592.0,3552.0,15,3,0.2,0.529,0.592,0.455,0.552,0.255,0.369,0.247,0,0,1,56
Surat,Tier 2,Gig Driver,11,88,1054.0,6324.0,14,0,0.0,0.323,0.435,0.534,0.307,0.121,0.182,0.29,0,0,1,58
Bhopal,Tier 3,Delivery Partner,5,72,827.0,4962.0,2,6,3.0,0.425,0.597,0.595,0.392,0.186,0.005,0.228,0,1,0,63
Ahmedabad,Tier 2,Construction Worker,12,75,1186.0,7116.0,7,5,0.714,0.266,0.576,0.504,0.271,0.587,0.115,0.317,0,0,1,83
Indore,Tier 3,Last-Mile Logistics,9,75,851.0,5106.0,17,0,0.0,0.43,0.583,0.489,0.466,0.479,0.364,0.054,1,0,0,80
Jaipur,Tier 2,Grocery Rider,5,67,465.0,2790.0,2,6,3.0,0.255,0.507,0.457,0.328,0.299,0.133,0.237,0,1,0,64
Surat,Tier 2,Delivery Partner,9,68,908.0,5448.0,5,7,1.4,0.464,0.473,0.354,0.435,0.1,0.287,0.083,1,0,0,86
Surat,Tier 2,Last-Mile Logistics,4,62,848.0,5088.0,18,4,0.222,0.349,0.519,0.314,0.326,0.35,0.135,0.139,0,1,0,70
Kolkata,Tier 1,Construction Worker,11,63,452.0,2712.0,6,7,1.167,0.444,0.57,0.354,0.47,0.478,0.312,0.193,0,0,1,89
Pune,Tier 2,Grocery Rider,12,69,1141.0,6846.0,7,4,0.571,0.401,0.401,0.53,0.452,0.595,0.35,0.349,0,0,1,85
Pune,Tier 2,Grocery Rider,4,79,1058.0,6348.0,7,5,0.714,0.308,0.375,0.545,0.307,0.535,0.002,0.056,0,1,0,75
Hyderabad,Tier 1,Delivery Partner,2,52,952.0,5712.0,2,7,3.5,0.341,0.419,0.291,0.346,0.193,0.317,0.175,0,0,0,74
Bareilly,Tier 4,Delivery Partner,9,71,473.0,2838.0,1,7,7.0,0.482,0.26,0.665,0.526,0.513,0.134,0.132,1,0,0,50
Nagpur,Tier 2,Domestic Worker,6,92,1195.0,7170.0,15,4,0.267,0.283,0.362,0.474,0.338,0.523,0.271,0.336,1,1,0,83
Bhopal,Tier 3,Grocery Rider,9,82,1174.0,7044.0,8,6,0.75,0.612,0.527,0.449,0.606,0.327,0.351,0.08,1,0,0,83
Ahmedabad,Tier 2,Domestic Worker,3,82,476.0,2856.0,1,8,8.0,0.33,0.447,0.456,0.313,0.53,0.179,0.325,0,0,0,58
Indore,Tier 3,Gig Driver,9,50,513.0,3078.0,1,8,8.0,0.401,0.583,0.427,0.4,0.395,0.11,0.103,1,0,0,63
Nagpur,Tier 2,Gig Driver,11,67,1151.0,6906.0,24,2,0.083,0.329,0.514,0.32,0.32,0.487,0.211,0.328,0,0,1,75
