claim_type,month_of_year,dcs_at_claim,gps_zone_mismatch,gps_jump_detected,gps_accuracy_low,vpn_detected,weather_claim_consistency,historical_dcs_deviation,claim_timing_anomaly,payout_frequency_score,duplicate_event_attempt,platform_inactivity_hours,unusual_claim_amount,gps_risk_score,weather_risk_score,behavioral_risk_score,fraud_score,risk_band,decision
fraudulent,10,65,0,0,0,1,0.0,0.5,1,3.934,1,6.89,1,3,30,25,58,medium,review
clean,10,59,0,0,0,0,0.851,0.139,0,0.66,0,1.02,0,0,3,0,3,low,pass
clean,8,70,0,0,0,0,0.958,0.147,1,1.153,0,0.03,0,0,6,0,6,low,pass
clean,5,59,0,0,0,0,0.906,0.137,0,1.093,0,0.75,0,0,2,0,2,low,pass
clean,3,67,0,0,0,0,0.886,0.12,0,1.138,0,0.31,0,0,2,0,2,low,pass
clean,5,75,0,0,0,0,0.879,0.072,0,0.87,0,0.0,0,0,2,0,2,low,pass
clean,7,91,0,0,0,0,0.78,0.078,0,0.815,0,0.4,0,0,4,0,4,low,pass
clean,1,69,0,0,0,0,0.755,0.083,0,1.117,0,0.41,0,0,5,0,5,low,pass
clean,11,83,0,0,1,0,0.954,0.162,0,0.783,0,0.67,0,5,1,0,6,low,pass
clean,9,91,0,0,0,0,0.745,0.047,0,0.922,0,0.65,0,0,5,0,5,low,pass
clean,12,72,0,0,0,0,0.979,0.092,0,0.935,0,0.53,0,0,0,0,0,low,pass
clean,4,66,0,0,0,0,0.993,0.167,0,0.977,0,0.74,0,0,0,0,0,low,pass
suspicious,9,90,1,0,0,0,0.602,0.487,1,2.731,0,2.7,1,20,18,9,47,medium,review
clean,3,82,0,0,0,0,0.858,0.108,1,0.93,0,0.35,0,0,8,0,8,low,pass
clean,6,93,0,0,0,0,0.877,0.075,0,0.783,0,0.46,0,0,2,0,2,low,pass
suspicious,3,73,1,0,1,1,0.59,0.503,1,2.655,0,4.11,1,28,23,12,63,high,fail
clean,1,84,0,0,0,0,0.992,0.071,0,1.042,0,0.73,0,0,0,0,0,low,pass
clean,9,67,0,0,1,0,0.87,0.145,0,0.918,0,0.7,0,5,3,0,8,low,pass
suspicious,1,56,1,0,0,1,0.338,0.38,1,2.654,0,4.03,1,23,23,12,58,medium,review
suspicious,11,82,0,1,1,1,0.421,0.372,0,1.768,0,2.61,1,20,17,4,41,medium,review
suspicious,4,79,1,0,0,0,0.597,0.484,1,2.752,1,3.22,1,20,18,17,55,medium,review
suspicious,7,84,1,0,0,0,0.452,0.366,0,3.5,1,1.6,0,20,16,18,54,medium,review
clean,10,78,0,0,0,0,0.753,0.109,0,1.041,0,0.76,0,0,5,0,5,low,pass
clean,6,95,0,0,0,0,0.873,0.024,0,0.856,0,0.0,0,0,3,0,3,low,pass
clean,4,59,0,0,0,0,0.882,0.123,0,0.875,0,0.15,0,0,2,0,2,low,pass
clean,12,74,0,0,0,0,0.784,0.019,0,0.89,0,1.45,1,0,4,2,6,low,pass
suspicious,6,92,1,0,0,0,0.535,0.338,0,2.408,0,1.85,1,20,14,7,41,medium,review
clean,7,67,0,0,0,0,0.761,0.069,0,1.077,0,0.6,0,0,5,0,5,low,pass
clean,1,72,0,0,0,0,0.837,0.137,0,1.242,0,0.72,0,0,3,0,3,low,pass
clean,2,79,0,0,0,0,0.769,0.006,0,0.551,0,0.76,0,0,5,0,5,low,pass
clean,2,55,0,0,0,0,0.789,0.141,0,0.809,0,0.62,0,0,4,0,4,low,pass
clean,9,72,0,0,0,0,0.906,0.061,0,1.065,0,0.3,0,0,2,0,2,low,pass
suspicious,12,57,0,0,0,0,0.445,0.462,0,2.616,0,3.46,0,0,16,7,23,low,pass
clean,5,79,0,0,0,0,0.762,0.081,0,1.038,0,1.19,0,0,5,0,5,low,pass
suspicious,3,61,0,0,0,0,0.8,0.333,1,1.97,0,4.73,0,0,14,5,19,low,pass
clean,1,75,0,0,0,0,0.898,0.077,0,0.925,0,0.13,0,0,2,0,2,low,pass
clean,9,86,0,0,0,0,0.931,0.17,0,1.208,0,0.84,0,0,1,0,1,low,pass
fraudulent,11,75,1,1,0,1,0.168,0.834,1,5.369,0,7.92,1,35,32,17,84,high,fail
clean,6,71,0,0,0,0,0.918,0.11,0,0.719,0,1.06,0,0,2,0,2,low,pass
suspicious,11,80,0,0,1,0,0.545,0.501,1,3.5,1,3.91,1,5,24,22,51,medium,review
suspicious,8,73,1,0,0,1,0.726,0.286,0,1.936,0,4.26,0,23,5,5,33,medium,review
fraudulent,11,72,1,1,1,1,0.145,0.5,1,3.0,1,6.18,1,40,27,20,87,high,fail
suspicious,5,76,1,0,0,0,0.516,0.48,1,1.805,0,4.38,1,20,20,7,47,medium,review
suspicious,8,66,1,0,1,1,0.368,0.261,0,2.369,1,3.05,1,28,13,17,58,medium,review
clean,12,63,0,0,0,0,0.896,0.041,0,0.971,0,0.0,0,0,2,0,2,low,pass
clean,7,73,0,0,1,0,0.674,0.191,0,1.109,0,0.5,0,5,7,0,12,low,pass
suspicious,10,61,0,0,0,0,0.247,0.334,1,2.524,0,2.54,0,0,25,7,32,medium,review
fraudulent,1,63,1,0,1,1,0.356,0.794,0,3.461,1,4.11,1,28,23,25,76,high,fail
suspicious,11,57,1,1,1,1,0.681,0.464,0,2.678,0,4.69,0,40,11,10,61,high,fail
suspicious,8,82,0,0,1,0,0.619,0.389,1,2.682,1,4.23,0,5,18,18,41,medium,review
clean,8,72,0,0,0,0,0.905,0.102,0,1.094,0,0.53,0,0,2,0,2,low,pass
clean,11,67,0,0,0,1,0.811,0.106,0,0.836,0,0.47,0,3,4,0,7,low,pass
clean,9,82,0,0,0,0,0.782,0.15,0,0.943,0,0.71,0,0,4,0,4,low,pass
clean,11,84,0,0,0,0,0.889,0.055,0,1.165,0,0.43,0,0,2,0,2,low,pass
clean,12,64,0,0,0,0,0.821,0.111,0,0.947,0,1.28,0,0,4,0,4,low,pass
clean,5,61,0,0,1,0,0.898,0.076,0,1.28,0,0.01,0,5,2,0,7,low,pass
clean,6,70,0,0,0,0,0.811,0.072,0,0.899,0,0.6,0,0,4,0,4,low,pass
clean,6,91,0,0,1,0,0.885,0.121,0,1.026,0,0.48,0,5,2,0,7,low,pass
clean,5,73,0,0,0,0,0.953,0.019,0,0.39,0,0.72,1,0,1,2,3,low,pass
clean,1,55,0,0,0,0,0.824,0.186,0,1.109,0,0.68,0,0,4,0,4,low,pass
clean,9,86,0,0,0,0,0.811,0.134,0,0.821,0,0.52,0,0,4,0,4,low,pass
clean,8,94,0,0,0,0,0.824,0.113,0,0.85,0,0.8,0,0,4,0,4,low,pass
suspicious,6,78,0,1,0,1,0.618,0.329,1,2.076,0,1.73,0,15,18,5,38,medium,review
clean,8,71,0,0,1,0,0.694,0.147,0,0.829,0,0.13,0,5,6,0,11,low,pass
suspicious,10,60,0,0,1,0,0.617,0.308,0,2.265,0,1.71,0,5,13,5,23,low,pass
clean,4,65,0,0,0,0,0.902,0.104,0,1.0,0,0.37,0,0,2,0,2,low,pass
clean,3,66,0,0,0,0,0.87,0.027,0,1.355,0,0.62,0,0,3,0,3,low,pass
suspicious,4,68,1,0,0,0,0.8,0.353,0,1.775,0,2.51,0,20,9,2,31,medium,review
clean,10,79,0,0,0,0,0.846,0.094,0,1.272,0,0.24,0,0,3,0,3,low,pass
clean,7,72,0,0,0,0,0.802,0.136,0,0.583,0,0.49,0,0,4,0,4,low,pass
fraudulent,5,78,1,0,1,0,0.214,0.765,1,4.479,1,9.48,1,25,31,25,81,high,fail
suspicious,10,73,1,0,0,0,0.417,0.316,1,2.605,0,3.23,1,20,22,9,51,medium,review
clean,10,83,0,0,0,0,0.878,0.03,1,1.336,0,0.64,0,0,7,0,7,low,pass
suspicious,11,77,0,1,1,1,0.313,0.441,1,1.748,0,3.93,0,20,24,2,46,medium,review
clean,4,73,0,0,0,0,0.745,0.15,0,0.656,0,0.21,0,0,5,0,5,low,pass
clean,5,58,0,0,0,0,0.861,0.069,1,0.789,0,0.04,0,0,8,0,8,low,pass
clean,10,69,0,0,0,0,0.824,0.144,0,1.276,0,0.75,0,0,4,0,4,low,pass
clean,1,70,0,0,0,0,0.905,0.016,0,0.894,0,0.3,0,0,2,0,2,low,pass
suspicious,11,77,0,0,0,0,0.323,0.253,0,2.634,0,2.44,1,0,14,9,23,low,pass
clean,1,64,0,0,0,0,0.732,0.068,0,0.958,0,0.3,0,0,5,0,5,low,pass
clean,3,78,0,0,0,0,0.753,0.054,0,1.077,0,0.0,0,0,5,0,5,low,pass
clean,12,82,0,0,0,0,0.829,0.094,0,0.749,0,0.21,0,0,3,0,3,low,pass
suspicious,8,75,0,0,0,0,0.698,0.478,1,2.353,0,2.46,0,0,16,7,23,low,pass
clean,8,95,0,0,1,0,0.859,0.12,0,0.878,0,0.63,0,5,3,0,8,low,pass
clean,10,74,0,0,0,0,0.822,0.0,0,0.861,0,0.71,0,0,4,0,4,low,pass
clean,4,63,0,0,0,0,0.852,0.117,0,0.846,0,0.44,0,0,3,0,3,low,pass
fraudulent,9,82,1,0,1,1,0.217,0.992,1,4.874,1,7.56,1,28,31,25,84,high,fail
clean,3,56,0,0,0,0,0.866,0.033,0,1.145,0,0.77,0,0,3,0,3,low,pass
clean,7,71,0,0,0,1,0.879,0.098,0,1.009,0,0.43,0,3,2,0,5,low,pass
clean,10,68,0,0,0,0,0.908,0.058,0,0.518,0,0.14,0,0,2,0,2,low,pass
clean,9,91,0,0,1,0,0.861,0.085,0,0.87,0,0.11,0,5,3,0,8,low,pass
suspicious,6,87,0,1,0,0,0.595,0.276,0,2.548,1,1.59,0,12,8,13,33,medium,review
clean,11,57,0,0,0,0,0.783,0.051,0,1.015,0,0.36,0,0,4,0,4,low,pass
clean,8,73,0,0,0,0,0.884,0.157,0,1.256,0,0.57,0,0,2,0,2,low,pass
fraudulent,3,62,1,0,1,1,0.09,0.888,1,5.409,0,6.41,0,28,33,15,76,high,fail
suspicious,7,77,1,0,1,0,0.748,0.413,0,1.5,0,2.37,1,25,10,4,39,medium,review
clean,9,69,0,0,0,0,0.81,0.082,0,0.713,0,0.21,0,0,4,0,4,low,pass
suspicious,7,83,0,0,0,1,0.752,0.206,1,1.938,0,3.62,0,3,10,2,15,low,pass
clean,2,78,0,0,0,0,0.805,0.12,0,0.82,0,0.63,0,0,4,0,4,low,pass
suspicious,1,69,0,1,0,0,0.394,0.2,0,2.099,0,1.5,0,12,12,5,29,low,pass
clean,1,60,0,0,0,0,0.845,0.043,0,0.675,0,0.94,0,0,3,0,3,low,pass
suspicious,3,84,1,0,0,0,0.591,0.226,1,2.276,1,2.86,1,20,13,17,50,medium,review
suspicious,3,56,1,0,1,0,0.24,0.415,0,2.776,0,2.58,0,25,20,7,52,medium,review
clean,1,57,0,0,0,0,0.827,0.072,0,0.977,0,0.43,0,0,3,0,3,low,pass
clean,5,56,0,0,0,0,0.833,0.06,0,1.308,0,0.42,0,0,3,0,3,low,pass
clean,5,76,0,0,0,0,0.906,0.113,0,0.388,0,0.39,0,0,2,0,2,low,pass
clean,8,85,0,0,0,0,0.758,0.149,0,0.647,0,0.65,0,0,5,0,5,low,pass
clean,10,80,0,0,0,0,0.93,0.114,0,0.901,0,0.38,0,0,1,0,1,low,pass
fraudulent,7,76,1,1,0,1,0.188,0.5,1,4.342,1,8.08,1,35,26,25,86,high,fail
suspicious,9,92,0,0,1,1,0.419,0.382,0,2.248,0,3.31,1,8,17,9,34,medium,review
clean,7,89,0,0,0,0,0.807,0.025,0,0.676,0,0.0,0,0,4,0,4,low,pass
clean,3,85,0,0,0,0,0.912,0.12,0,0.897,0,0.29,0,0,2,0,2,low,pass
clean,2,80,0,0,0,0,0.837,0.099,0,0.796,0,0.36,0,0,3,0,3,low,pass
clean,9,79,0,0,0,0,0.955,0.037,0,1.099,0,0.02,0,0,1,0,1,low,pass
clean,9,78,0,0,0,0,0.979,0.0,0,0.993,0,0.3,0,0,0,0,0,low,pass
clean,2,69,0,0,0,0,0.837,0.093,0,1.021,0,0.0,0,0,3,0,3,low,pass
clean,11,84,0,0,0,0,0.848,0.109,0,0.768,0,0.47,0,0,3,0,3,low,pass
clean,10,63,0,0,0,0,0.797,0.128,0,0.973,0,0.57,0,0,4,0,4,low,pass
clean,2,70,0,0,0,0,0.903,0.162,0,0.702,0,1.17,0,0,2,0,2,low,pass
clean,12,63,0,0,0,0,0.881,0.075,0,1.36,0,0.38,1,0,2,2,4,low,pass
clean,5,59,0,0,0,0,0.753,0.075,0,0.788,0,0.83,0,0,5,0,5,low,pass
clean,5,73,0,0,0,0,0.841,0.105,0,0.913,0,0.85,0,0,3,0,3,low,pass
clean,12,78,0,0,1,0,0.824,0.09,0,0.762,0,0.37,0,5,4,0,9,low,pass
clean,5,64,0,0,0,0,0.892,0.136,1,1.24,0,0.47,0,0,7,0,7,low,pass
clean,9,80,0,0,0,0,0.829,0.12,0,0.806,0,0.31,0,0,3,0,3,low,pass
clean,1,80,0,0,0,0,0.876,0.08,0,0.842,0,0.68,0,0,2,0,2,low,pass
suspicious,9,86,1,0,0,1,0.597,0.58,0,2.761,0,2.23,0,23,18,7,48,medium,review
fraudulent,3,67,1,0,1,0,0.16,0.5,1,3.422,1,8.39,1,25,27,25,77,high,fail
clean,8,94,0,0,0,0,0.828,0.031,0,0.511,0,0.06,0,0,3,0,3,low,pass
clean,10,59,0,0,1,0,0.786,0.1,0,0.821,0,0.71,0,5,4,0,9,low,pass
suspicious,3,80,0,1,1,0,0.41,0.503,1,2.232,0,3.46,1,17,27,9,53,medium,review
clean,6,94,0,0,0,0,0.808,0.151,0,0.635,0,0.13,0,0,4,0,4,low,pass
clean,10,65,0,0,0,0,0.772,0.159,0,0.853,0,0.22,0,0,5,0,5,low,pass
clean,4,69,0,0,0,0,0.834,0.109,0,0.685,0,0.55,0,0,3,0,3,low,pass
clean,10,78,0,0,0,0,0.839,0.075,0,0.647,0,0.77,0,0,3,0,3,low,pass
suspicious,2,65,0,0,1,0,0.48,0.2,1,2.478,0,3.38,0,5,15,7,27,low,pass
clean,4,75,0,0,0,0,0.925,0.121,0,0.928,0,0.35,0,0,1,0,1,low,pass
fraudulent,4,77,1,1,1,1,0.152,0.801,1,4.075,0,4.34,1,40,32,17,89,high,fail
clean,2,66,0,0,0,0,0.822,0.097,0,0.502,0,0.72,0,0,4,0,4,low,pass
clean,6,82,0,0,0,0,0.85,0.032,0,0.841,0,0.47,0,0,3,0,3,low,pass
clean,7,74,0,0,0,0,0.926,0.146,0,1.116,0,0.61,0,0,1,0,1,low,pass
suspicious,5,72,0,0,0,0,0.452,0.289,0,1.95,0,2.93,1,0,11,4,15,low,pass
suspicious,7,70,0,0,0,0,0.546,0.483,0,2.173,0,1.5,1,0,14,7,21,low,pass
suspicious,6,89,0,0,1,0,0.371,0.282,1,1.812,0,1.5,0,5,18,0,23,low,pass
clean,10,68,0,0,0,0,0.976,0.0,0,0.785,0,0.7,0,0,0,0,0,low,pass
clean,3,77,0,0,0,0,0.897,0.027,0,1.141,0,0.82,0,0,2,0,2,low,pass
clean,1,64,0,0,0,0,0.835,0.101,0,0.717,0,0.58,0,0,3,0,3,low,pass
clean,4,80,0,0,0,0,0.868,0.076,0,1.029,0,0.6,0,0,3,0,3,low,pass
clean,10,79,0,0,0,0,1.0,0.055,0,1.167,0,0.24,0,0,0,0,0,low,pass
clean,8,69,0,0,0,0,0.892,0.0,0,0.798,0,0.64,0,0,2,0,2,low,pass
clean,5,73,0,0,0,0,0.869,0.0,0,0.818,0,0.94,0,0,3,0,3,low,pass
clean,2,78,0,0,0,0,0.932,0.148,0,1.37,0,0.0,0,0,1,0,1,low,pass
clean,1,78,0,0,0,0,0.818,0.102,1,0.754,0,0.54,1,0,9,2,11,low,pass
clean,4,78,0,0,0,0,0.954,0.106,0,0.459,0,0.7,0,0,1,0,1,low,pass
clean,2,55,0,0,0,0,0.849,0.0,0,0.777,0,0.0,0,0,3,0,3,low,pass
clean,9,93,0,0,0,0,0.827,0.075,0,0.595,0,0.58,0,0,3,0,3,low,pass
clean,3,84,0,0,0,0,0.763,0.166,0,0.934,0,0.42,0,0,5,0,5,low,pass
clean,10,56,0,0,0,0,0.95,0.113,0,0.969,0,0.48,0,0,1,0,1,low,pass
clean,8,89,0,0,0,0,0.825,0.12,0,1.205,0,0.0,0,0,4,0,4,low,pass
fraudulent,4,83,1,1,1,0,0.387,0.549,0,4.354,1,4.0,1,37,22,22,81,high,fail
clean,12,57,0,0,0,0,0.969,0.031,0,1.124,0,0.43,0,0,1,0,1,low,pass
clean,7,70,0,0,0,0,0.837,0.037,0,1.144,0,0.46,0,0,3,0,3,low,pass
clean,2,55,0,0,0,0,0.907,0.0,0,0.722,0,0.58,0,0,2,0,2,low,pass
clean,4,83,0,0,0,0,0.724,0.118,0,0.768,0,0.27,0,0,6,0,6,low,pass
clean,9,88,0,0,0,0,0.891,0.109,0,0.675,0,0.84,0,0,2,0,2,low,pass
clean,12,82,0,0,0,0,0.89,0.0,0,0.839,0,0.61,0,0,2,0,2,low,pass
suspicious,12,55,1,0,0,1,0.533,0.2,1,2.332,0,3.76,0,23,14,7,44,medium,review
clean,10,60,0,0,1,0,0.843,0.103,0,1.104,0,0.02,0,5,3,0,8,low,pass
clean,11,81,0,0,0,0,0.909,0.117,0,0.575,0,0.71,0,0,2,0,2,low,pass
fraudulent,8,95,1,1,1,1,0.381,0.75,0,4.644,1,4.9,0,40,22,23,85,high,fail
clean,11,62,0,0,0,0,0.801,0.049,0,0.979,0,0.34,0,0,4,0,4,low,pass
clean,11,55,0,0,0,0,0.804,0.135,0,1.234,0,0.47,0,0,4,0,4,low,pass
clean,6,87,0,0,0,0,0.724,0.102,0,0.938,0,0.75,0,0,6,0,6,low,pass
clean,6,83,0,0,0,0,0.824,0.144,0,1.046,0,0.41,0,0,4,0,4,low,pass
clean,9,83,0,0,0,0,0.916,0.147,0,0.682,0,0.79,0,0,2,0,2,low,pass
clean,5,76,0,0,0,0,0.84,0.088,0,0.878,0,0.87,0,0,3,0,3,low,pass
clean,3,73,0,0,0,1,0.949,0.124,0,0.954,0,0.47,0,3,1,0,4,low,pass
clean,10,68,0,0,0,0,1.0,0.066,0,0.811,0,0.59,0,0,0,0,0,low,pass
fraudulent,10,74,1,1,1,0,0.109,0.857,1,3.023,0,5.43,1,37,33,17,87,high,fail
clean,9,76,0,0,0,0,0.818,0.05,0,1.108,0,0.11,0,0,4,0,4,low,pass
clean,9,71,0,0,0,0,0.773,0.066,0,1.069,0,0.94,0,0,5,0,5,low,pass
suspicious,8,72,1,0,0,1,0.628,0.249,1,1.99,0,4.57,0,23,12,5,40,medium,review
clean,2,67,0,0,0,0,0.852,0.028,1,1.339,0,0.33,0,0,8,0,8,low,pass
fraudulent,1,80,1,0,1,1,0.193,0.597,1,3.436,0,8.44,1,28,31,17,76,high,fail
clean,1,60,0,0,0,0,0.866,0.116,0,0.644,0,0.41,0,0,3,0,3,low,pass
clean,9,84,0,0,0,1,0.8,0.059,0,0.993,0,0.4,0,3,4,0,7,low,pass
clean,5,66,0,0,0,0,0.905,0.136,1,0.813,0,0.64,0,0,7,0,7,low,pass
suspicious,10,72,1,0,1,0,0.481,0.301,0,1.77,0,3.09,1,25,15,4,44,medium,review
suspicious,10,78,1,0,0,1,0.439,0.518,1,3.113,0,3.47,1,23,26,14,63,high,fail
suspicious,3,84,0,0,0,1,0.587,0.382,1,3.487,0,4.96,0,3,18,15,36,medium,review
clean,11,67,0,0,0,0,0.834,0.09,0,0.965,0,0.15,0,0,3,0,3,low,pass
clean,4,55,0,0,0,0,0.706,0.033,0,0.84,0,0.22,0,0,6,0,6,low,pass
clean,5,79,0,0,0,0,0.966,0.027,0,0.633,0,0.0,0,0,1,0,1,low,pass
clean,5,68,0,0,0,0,0.798,0.08,0,0.884,0,0.49,0,0,4,0,4,low,pass
fraudulent,1,75,1,1,1,1,0.138,0.542,1,4.535,1,5.15,1,40,32,25,97,high,fail
clean,7,76,0,0,0,0,0.912,0.026,0,0.75,0,1.11,0,0,2,0,2,low,pass
clean,5,85,0,0,0,0,1.0,0.032,0,1.141,0,0.98,0,0,0,0,0,low,pass
clean,8,73,0,0,0,0,0.935,0.097,0,0.514,0,0.53,0,0,1,0,1,low,pass
clean,6,70,0,0,0,0,0.883,0.112,0,0.995,0,0.26,0,0,2,0,2,low,pass
fraudulent,2,65,0,1,1,1,0.152,0.5,1,4.912,1,5.15,1,20,27,25,72,high,fail
suspicious,3,58,0,0,1,0,0.513,0.405,0,2.02,0,1.93,1,5,15,7,27,low,pass
clean,8,74,0,0,0,0,0.87,0.011,0,1.053,0,0.7,0,0,3,0,3,low,pass
fraudulent,6,76,1,1,1,1,0.145,0.626,1,3.41,1,5.93,1,40,32,25,97,high,fail
clean,1,70,0,0,0,0,0.834,0.084,0,1.19,0,0.0,0,0,3,0,3,low,pass
suspicious,4,58,1,0,0,1,0.414,0.453,0,3.327,0,2.14,0,23,17,12,52,medium,review
clean,2,84,0,0,0,0,0.931,0.042,0,0.822,0,0.5,0,0,1,0,1,low,pass
clean,11,59,0,0,0,0,0.795,0.079,0,0.627,0,0.7,0,0,4,0,4,low,pass
clean,9,85,0,0,0,0,0.778,0.067,0,0.744,0,0.28,0,0,4,0,4,low,pass
clean,11,65,0,0,0,0,0.862,0.103,0,1.404,0,0.43,0,0,3,0,3,low,pass
clean,11,81,0,0,0,0,0.842,0.167,0,0.945,0,0.47,0,0,3,0,3,low,pass
suspicious,9,75,1,0,1,1,0.53,0.399,0,2.787,0,4.35,0,28,14,10,52,medium,review
clean,6,74,0,0,0,0,0.933,0.123,0,0.942,0,1.11,0,0,1,0,1,low,pass
clean,4,79,0,0,0,0,0.812,0.135,0,1.135,0,0.81,0,0,4,0,4,low,pass
suspicious,9,88,0,0,1,0,0.436,0.6,1,3.135,0,4.06,1,5,26,17,48,medium,review
clean,10,69,0,0,0,0,0.769,0.149,0,0.438,0,0.43,0,0,5,0,5,low,pass
clean,6,72,0,0,0,0,0.859,0.078,0,1.217,0,0.53,0,0,3,0,3,low,pass
clean,4,68,0,0,0,0,0.773,0.138,0,0.98,0,0.0,0,0,5,0,5,low,pass
clean,11,71,0,0,0,0,0.957,0.105,0,1.097,0,0.62,1,0,1,2,3,low,pass
suspicious,8,81,0,0,0,1,0.499,0.422,0,2.25,0,3.29,0,3,15,7,25,low,pass
clean,1,64,0,0,0,0,0.898,0.107,0,0.993,0,0.39,0,0,2,0,2,low,pass
clean,3,58,0,0,0,0,0.804,0.139,0,1.19,0,0.34,0,0,4,0,4,low,pass
clean,6,88,0,0,0,0,0.875,0.03,0,1.261,0,0.84,0,0,2,0,2,low,pass
clean,9,83,0,0,0,0,0.803,0.082,0,1.142,0,0.55,0,0,4,0,4,low,pass
clean,5,82,0,0,0,0,0.901,0.051,0,1.015,0,0.46,0,0,2,0,2,low,pass
clean,3,73,0,0,0,0,0.874,0.08,0,0.858,0,0.53,0,0,3,0,3,low,pass
clean,4,81,0,0,0,0,0.803,0.213,0,0.689,0,0.65,0,0,4,0,4,low,pass
suspicious,11,80,1,0,1,0,0.595,0.456,0,1.5,0,1.5,0,25,13,0,38,medium,review
clean,2,56,0,0,0,0,0.806,0.146,0,0.847,0,0.41,0,0,4,0,4,low,pass
fraudulent,9,93,1,0,1,1,0.202,0.574,1,4.576,1,6.79,1,28,31,25,84,high,fail
clean,9,74,0,0,0,0,0.89,0.176,0,0.854,0,0.53,0,0,2,0,2,low,pass
fraudulent,9,89,1,1,0,0,0.101,0.512,1,4.194,1,6.65,1,32,33,25,90,high,fail
clean,3,72,0,0,0,0,0.905,0.129,0,0.951,0,1.01,0,0,2,0,2,low,pass
clean,11,77,0,0,0,0,0.825,0.091,0,0.957,0,0.14,0,0,4,0,4,low,pass
fraudulent,2,81,1,1,1,0,0.269,0.711,1,4.272,1,7.31,1,37,30,25,92,high,fail
clean,11,82,0,0,0,0,0.88,0.121,0,0.822,0,0.97,0,0,2,0,2,low,pass
clean,4,75,0,0,0,0,0.733,0.066,0,0.789,0,0.28,0,0,5,0,5,low,pass
clean,6,89,0,0,0,0,0.71,0.182,0,1.029,0,0.31,0,0,6,0,6,low,pass
clean,2,80,0,0,0,0,0.906,0.092,0,0.842,0,0.21,0,0,2,0,2,low,pass
clean,3,71,0,0,0,0,0.851,0.068,0,0.706,0,0.79,0,0,3,0,3,low,pass
clean,4,75,0,0,1,0,0.784,0.17,0,0.757,0,0.05,0,5,4,0,9,low,pass
fraudulent,9,68,1,1,1,0,0.253,0.633,1,3.0,1,6.88,0,37,30,18,85,high,fail
clean,6,83,0,0,1,0,0.746,0.001,0,1.035,0,0.95,0,5,5,0,10,low,pass
suspicious,12,73,0,0,1,0,0.491,0.501,1,2.701,0,3.67,0,5,25,7,37,medium,review
fraudulent,7,94,1,1,0,1,0.183,0.611,1,4.475,0,7.47,1,35,31,17,83,high,fail
clean,9,89,0,0,1,0,0.749,0.084,0,0.862,0,0.42,1,5,5,2,12,low,pass
clean,11,65,0,0,0,0,0.796,0.033,1,0.839,0,0.42,0,0,9,0,9,low,pass
clean,2,73,0,0,0,0,0.812,0.132,1,0.626,0,0.58,0,0,9,0,9,low,pass
suspicious,9,69,0,0,1,0,0.281,0.373,1,1.5,0,2.11,0,5,24,2,31,medium,review
suspicious,1,73,1,0,0,0,0.547,0.237,0,1.591,0,3.98,1,20,9,4,33,medium,review
clean,6,66,0,0,0,0,0.722,0.094,0,1.195,0,0.54,0,0,6,0,6,low,pass
suspicious,2,83,1,0,0,0,0.554,0.309,1,1.945,0,2.83,0,20,19,2,41,medium,review
suspicious,2,61,0,0,0,0,0.251,0.481,1,2.404,0,1.5,0,0,25,5,30,medium,review
suspicious,12,55,0,0,0,0,0.704,0.448,0,2.52,0,5.0,1,0,11,12,23,low,pass
clean,5,69,0,0,0,0,0.858,0.177,0,0.905,0,0.64,0,0,3,0,3,low,pass
clean,7,72,0,0,0,0,0.806,0.006,0,0.535,0,0.47,0,0,4,0,4,low,pass
suspicious,2,58,1,0,0,0,0.514,0.262,0,2.161,0,3.45,0,20,10,7,37,medium,review
clean,8,80,0,0,0,1,0.953,0.065,0,0.979,0,1.02,0,3,1,0,4,low,pass
clean,11,67,0,0,0,0,0.91,0.062,0,0.92,0,0.56,0,0,2,0,2,low,pass
suspicious,2,67,0,0,0,0,0.646,0.384,1,2.542,0,4.02,0,0,17,10,27,low,pass
suspicious,12,69,0,0,0,1,0.392,0.248,0,2.604,0,2.85,1,3,12,9,24,low,pass
clean,5,56,0,0,0,0,0.919,0.154,0,0.53,0,0.25,0,0,2,0,2,low,pass
suspicious,9,65,1,0,1,1,0.531,0.278,1,2.064,0,1.72,0,28,14,5,47,medium,review
suspicious,9,92,1,0,0,0,0.484,0.283,0,2.472,0,3.9,0,20,10,7,37,medium,review
clean,4,84,0,0,1,0,0.883,0.23,0,1.088,0,0.77,0,5,2,0,7,low,pass
fraudulent,7,73,1,0,1,1,0.192,0.654,0,5.218,0,6.12,1,28,26,17,71,high,fail
clean,3,71,0,0,0,0,0.853,0.091,0,1.008,0,0.77,0,0,3,0,3,low,pass
fraudulent,5,82,1,0,1,0,0.306,0.654,1,4.346,0,7.0,1,25,29,17,71,high,fail
suspicious,8,69,0,1,1,1,0.77,0.201,0,2.306,0,2.36,0,20,5,7,32,medium,review
clean,9,68,0,0,0,0,0.807,0.057,0,1.008,0,0.0,0,0,4,0,4,low,pass
clean,12,79,0,0,0,0,0.839,0.009,0,0.761,0,0.44,0,0,3,0,3,low,pass
clean,9,93,0,0,0,0,0.818,0.134,0,1.15,0,1.09,0,0,4,0,4,low,pass
suspicious,12,66,0,0,1,0,0.549,0.496,0,3.032,0,2.52,0,5,14,12,31,medium,review
