city_tier,month_of_year,hour_of_day,day_of_week,is_monsoon,is_heat_season,rainfall_score,aqi_score,heat_score,order_drop_score,social_score,prev_rainfall,prev_aqi,prev_heat,hist_avg_rainfall,hist_avg_aqi,current_dcs,prev_dcs,hist_avg_dcs,dcs_trend,forecast_dcs,disruption_probability
Tier 3,10,9,5,0,0,0.5129,0.5069,0.5307,0.2021,0.0753,0.5117,0.5891,0.5791,0.48,0.52,54,52,49,2,58,0.593
Tier 2,12,6,4,0,0,0.3603,0.4756,0.2861,0.1441,0.1355,0.319,0.4312,0.2969,0.33,0.42,35,33,36,2,31,0.167
Tier 3,3,3,3,0,0,0.4979,0.4295,0.5105,0.3005,0.159,0.5088,0.4467,0.5679,0.48,0.52,48,52,49,-4,42,0.243
Tier 2,7,23,6,1,0,0.4053,0.459,0.3868,0.242,0.1218,0.4155,0.4779,0.3948,0.3795,0.483,50,55,52,-5,58,0.507
Tier 4,8,20,1,1,0,0.7282,0.3736,0.4753,0.4034,0.1882,0.7717,0.4055,0.4588,0.598,0.322,80,76,70,4,85,0.887
Tier 1,12,9,3,0,0,0.3172,0.4615,0.3281,0.0575,0.0487,0.3444,0.4315,0.276,0.28,0.48,33,30,32,3,27,0.169
Tier 4,7,17,5,1,0,0.6566,0.2709,0.5306,0.3015,0.2645,0.6925,0.2814,0.5471,0.598,0.322,73,68,70,5,83,0.872
Tier 3,9,4,3,1,0,0.6888,0.5647,0.5107,0.2149,0.2255,0.6863,0.5848,0.4787,0.552,0.598,73,73,71,0,87,0.854
Tier 3,5,19,2,0,1,0.3959,0.5056,0.7181,0.3978,0.1267,0.398,0.5118,0.7468,0.48,0.52,58,54,49,4,56,0.6
Tier 2,1,15,0,0,0,0.3786,0.3997,0.3077,0.24,0.1178,0.4291,0.364,0.3966,0.33,0.42,36,43,36,-7,30,0.234
Tier 2,10,21,6,0,0,0.2572,0.4074,0.4583,0.2504,0.0657,0.3027,0.421,0.4416,0.33,0.42,35,35,36,0,32,0.18
Tier 3,8,14,4,1,0,0.5849,0.4949,0.5088,0.3926,0.1677,0.6426,0.5264,0.5182,0.552,0.598,69,78,71,-9,81,0.864
Tier 1,8,2,6,1,0,0.4431,0.4692,0.3102,0.234,0.0697,0.4751,0.4868,0.2432,0.322,0.552,47,46,46,1,47,0.249
Tier 3,4,1,1,0,1,0.4794,0.4139,0.5629,0.1235,0.0994,0.5025,0.3916,0.5696,0.48,0.52,45,45,49,0,46,0.219
Tier 1,7,12,0,1,0,0.5346,0.3314,0.3867,0.1026,0.0356,0.5065,0.3747,0.3511,0.322,0.552,45,43,46,2,56,0.247
Tier 3,11,5,3,0,0,0.5823,0.664,0.519,0.3019,0.107,0.6586,0.6726,0.5074,0.48,0.52,58,60,49,-2,61,0.677
Tier 4,6,16,5,1,1,0.8005,0.3134,0.6696,0.3508,0.2303,0.8062,0.311,0.6706,0.598,0.322,79,81,70,-2,90,0.92
Tier 2,7,22,0,1,0,0.5696,0.4768,0.3346,0.1912,0.0912,0.6002,0.5055,0.2837,0.3795,0.483,54,56,52,-2,64,0.589
Tier 3,3,10,2,0,0,0.5238,0.4408,0.4891,0.3563,0.1444,0.5571,0.4419,0.4621,0.48,0.52,50,50,49,0,53,0.492
Tier 2,7,5,1,1,0,0.5341,0.41,0.3641,0.2336,0.1719,0.4883,0.3999,0.2851,0.3795,0.483,53,49,52,4,65,0.565
Tier 2,3,12,2,0,0,0.3629,0.4239,0.3395,0.153,0.1242,0.3322,0.4191,0.3198,0.33,0.42,35,34,36,1,34,0.188
Tier 2,12,6,4,0,0,0.3192,0.4129,0.4101,0.3668,0.0807,0.3209,0.3651,0.4093,0.33,0.42,38,36,36,2,36,0.175
Tier 2,1,16,4,0,0,0.223,0.5055,0.4304,0.2122,0.0863,0.2264,0.52,0.4612,0.33,0.42,35,37,36,-2,27,0.166
Tier 1,5,5,0,0,1,0.3396,0.4246,0.5432,0.2886,0.1715,0.366,0.4067,0.5544,0.28,0.48,40,39,32,1,35,0.202
Tier 1,11,9,4,0,0,0.2565,0.4957,0.3727,0.1374,0.1089,0.2398,0.5033,0.4001,0.28,0.48,35,33,32,2,34,0.132
Tier 1,9,6,0,1,0,0.4151,0.4305,0.3415,0.1025,0.1203,0.4257,0.3531,0.298,0.322,0.552,43,41,46,2,43,0.184
Tier 2,7,9,3,1,0,0.383,0.5083,0.3825,0.333,0.1285,0.3943,0.5439,0.448,0.3795,0.483,58,56,52,2,61,0.629
Tier 4,10,16,2,0,0,0.4971,0.2831,0.6029,0.3242,0.2838,0.4938,0.3328,0.63,0.52,0.28,50,53,49,-3,50,0.532
Tier 2,11,19,1,0,0,0.4579,0.517,0.408,0.1935,0.162,0.3809,0.5502,0.3656,0.33,0.42,48,42,36,6,41,0.238
Tier 3,3,19,4,0,0,0.4161,0.4163,0.4736,0.3181,0.2253,0.4223,0.3497,0.4786,0.48,0.52,50,42,49,8,45,0.531
Tier 1,10,9,2,0,0,0.3127,0.4994,0.2682,0.1567,0.0178,0.3673,0.5872,0.2905,0.28,0.48,34,36,32,-2,27,0.145
Tier 4,12,17,0,0,0,0.4921,0.2569,0.4831,0.3529,0.169,0.5788,0.2023,0.5186,0.52,0.28,50,48,49,2,49,0.505
Tier 3,2,7,3,0,0,0.412,0.5001,0.4901,0.2864,0.1186,0.4636,0.4003,0.4801,0.48,0.52,51,44,49,7,52,0.478
Tier 2,7,2,1,1,0,0.6712,0.4321,0.4029,0.1336,0.1372,0.7101,0.4405,0.4085,0.3795,0.483,58,60,52,-2,64,0.695
Tier 1,8,11,3,1,0,0.5329,0.5418,0.2706,0.1705,0.1739,0.4838,0.587,0.2472,0.322,0.552,52,50,46,2,59,0.483
Tier 1,5,20,4,0,1,0.2846,0.5121,0.5429,0.2164,0.2179,0.339,0.5416,0.5617,0.28,0.48,43,42,32,1,39,0.159
Tier 1,8,7,6,1,0,0.5198,0.4354,0.5012,0.1489,0.1064,0.5037,0.4159,0.4513,0.322,0.552,57,48,46,9,69,0.627
Tier 2,12,3,3,0,0,0.446,0.3454,0.4686,0.3143,0.2166,0.4554,0.3318,0.5196,0.33,0.42,42,43,36,-1,39,0.183
Tier 3,7,11,6,1,0,0.6967,0.5645,0.4242,0.3076,0.0463,0.6547,0.5462,0.4384,0.552,0.598,70,69,71,1,82,0.895
Tier 4,12,2,0,0,0,0.5443,0.3011,0.4895,0.3287,0.256,0.6168,0.3494,0.4443,0.52,0.28,49,51,49,-2,55,0.246
Tier 1,8,21,4,1,0,0.5544,0.5577,0.3203,0.1663,0.131,0.5969,0.5798,0.3031,0.322,0.552,54,54,46,0,65,0.599
Tier 1,10,20,1,0,0,0.3241,0.5491,0.4088,0.0975,0.1243,0.3417,0.5461,0.3757,0.28,0.48,40,36,32,4,31,0.201
Tier 1,12,20,5,0,0,0.2657,0.5915,0.3494,0.1617,0.0882,0.2574,0.6801,0.3764,0.28,0.48,38,36,32,2,35,0.157
Tier 3,5,23,3,0,1,0.373,0.5557,0.5817,0.3549,0.1805,0.3541,0.4591,0.6306,0.48,0.52,50,53,49,-3,45,0.548
Tier 1,1,10,5,0,0,0.2161,0.4579,0.3542,0.267,0.087,0.1868,0.4536,0.3904,0.28,0.48,31,31,32,0,29,0.112
Tier 2,4,10,2,0,1,0.3831,0.4453,0.4747,0.312,0.1601,0.3921,0.4382,0.4744,0.33,0.42,42,42,36,0,43,0.195
Tier 4,5,7,3,0,1,0.4884,0.2722,0.7555,0.4179,0.1963,0.5375,0.2766,0.7217,0.52,0.28,59,55,49,4,63,0.69
Tier 2,6,2,6,1,1,0.496,0.4125,0.4843,0.183,0.0971,0.4928,0.4173,0.4783,0.3795,0.483,53,53,52,0,55,0.555
Tier 4,4,9,5,0,1,0.5094,0.3726,0.6405,0.3858,0.1751,0.5234,0.3944,0.6839,0.52,0.28,59,55,49,4,62,0.709
Tier 4,5,17,1,0,1,0.6449,0.3301,0.5943,0.398,0.1634,0.6309,0.3376,0.6085,0.52,0.28,62,56,49,6,71,0.724
Tier 4,7,22,3,1,0,0.7953,0.1984,0.5329,0.2764,0.17,0.7748,0.2593,0.5853,0.598,0.322,68,72,70,-4,79,0.898
Tier 2,5,13,2,0,1,0.3721,0.4211,0.6192,0.2689,0.1545,0.3537,0.3991,0.6058,0.33,0.42,44,47,36,-3,37,0.162
Tier 1,12,11,2,0,0,0.2229,0.4555,0.3918,0.1632,0.1153,0.2396,0.4146,0.4502,0.28,0.48,31,32,32,-1,28,0.145
Tier 2,1,4,2,0,0,0.2634,0.4318,0.5153,0.2448,0.1562,0.2367,0.4555,0.5216,0.33,0.42,38,38,36,0,30,0.187
Tier 4,2,22,3,0,0,0.4482,0.2817,0.4765,0.3106,0.14,0.4928,0.2546,0.4516,0.52,0.28,43,45,49,-2,34,0.257
Tier 4,5,8,2,0,1,0.6189,0.3733,0.7101,0.2839,0.217,0.5609,0.3386,0.6657,0.52,0.28,64,54,49,10,68,0.765
Tier 2,1,11,5,0,0,0.3125,0.51,0.5098,0.193,0.1602,0.2789,0.5407,0.4908,0.33,0.42,40,40,36,0,33,0.126
Tier 4,6,14,4,1,1,0.7641,0.2579,0.6312,0.5139,0.2638,0.7617,0.2296,0.6491,0.598,0.322,79,84,70,-5,89,0.906
Tier 4,6,5,6,1,1,0.7115,0.2384,0.7252,0.2509,0.2033,0.6907,0.2789,0.7069,0.598,0.322,71,72,70,-1,76,0.898
Tier 3,11,13,1,0,0,0.3754,0.5411,0.4362,0.3512,0.1692,0.3446,0.5891,0.4013,0.48,0.52,47,52,49,-5,43,0.195
Tier 2,7,20,1,1,0,0.6045,0.45,0.3337,0.2347,0.2004,0.609,0.4596,0.375,0.3795,0.483,63,60,52,3,69,0.721
Tier 2,7,10,3,1,0,0.4885,0.3639,0.2791,0.3309,0.1717,0.4676,0.3626,0.2076,0.3795,0.483,50,47,52,3,54,0.445
Tier 4,11,15,5,0,0,0.4952,0.3546,0.422,0.3411,0.2577,0.5137,0.3574,0.4418,0.52,0.28,48,54,49,-6,41,0.275
Tier 4,8,19,5,1,0,0.7314,0.317,0.5677,0.3833,0.1713,0.7199,0.259,0.5557,0.598,0.322,80,71,70,9,92,0.847
Tier 4,7,16,5,1,0,0.6863,0.2403,0.4414,0.2998,0.2201,0.7428,0.2021,0.3962,0.598,0.322,63,63,70,0,77,0.757
Tier 1,5,10,2,0,1,0.1932,0.406,0.4813,0.2397,0.2089,0.146,0.4116,0.4401,0.28,0.48,33,30,32,3,29,0.139
Tier 1,7,2,0,1,0,0.6287,0.4524,0.3793,0.1404,0.234,0.6423,0.4859,0.3556,0.322,0.552,55,57,46,-2,64,0.568
Tier 4,11,6,4,0,0,0.5057,0.2606,0.5721,0.3361,0.1047,0.5316,0.3123,0.5055,0.52,0.28,47,50,49,-3,51,0.201
Tier 3,6,21,0,1,1,0.7432,0.4378,0.5899,0.2011,0.1804,0.8018,0.4528,0.6306,0.552,0.598,72,76,71,-4,79,0.897
Tier 4,3,1,2,0,0,0.4752,0.2704,0.5063,0.3311,0.3465,0.5459,0.327,0.5781,0.52,0.28,47,54,49,-7,44,0.242
Tier 2,11,6,2,0,0,0.3174,0.3576,0.3978,0.126,0.1483,0.2776,0.3544,0.4054,0.33,0.42,33,31,36,2,27,0.179
Tier 3,3,12,0,0,0,0.4466,0.5537,0.4806,0.2681,0.2009,0.4196,0.5697,0.4638,0.48,0.52,49,50,49,-1,45,0.235
Tier 3,9,18,5,1,0,0.5989,0.5635,0.4543,0.1372,0.2217,0.5734,0.5594,0.4813,0.552,0.598,72,64,71,8,90,0.835
Tier 2,11,5,1,0,0,0.2528,0.3545,0.4873,0.1813,0.1544,0.2339,0.3786,0.4868,0.33,0.42,34,34,36,0,33,0.148
Tier 4,10,6,1,0,0,0.5387,0.4251,0.5539,0.3591,0.1378,0.5677,0.46,0.5664,0.52,0.28,54,57,49,-3,62,0.617
Tier 2,1,18,5,0,0,0.334,0.4121,0.4179,0.212,0.137,0.3525,0.3916,0.4267,0.33,0.42,40,37,36,3,36,0.14
Tier 3,7,21,0,1,0,0.6614,0.5438,0.5378,0.2384,0.2125,0.7068,0.5739,0.5062,0.552,0.598,72,74,71,-2,87,0.9
Tier 2,10,5,6,0,0,0.3201,0.3378,0.3581,0.1771,0.1416,0.2596,0.3247,0.3178,0.33,0.42,32,29,36,3,28,0.168
Tier 1,8,15,3,1,0,0.4528,0.6216,0.3758,0.181,0.1221,0.3586,0.6708,0.3963,0.322,0.552,53,57,46,-4,63,0.548
Tier 3,8,19,6,1,0,0.7028,0.5829,0.5073,0.2648,0.1978,0.7581,0.6143,0.4608,0.552,0.598,82,77,71,5,96,0.901
Tier 4,9,4,1,1,0,0.6978,0.1979,0.4783,0.4225,0.2319,0.6938,0.2497,0.5219,0.598,0.322,66,69,70,-3,72,0.834
Tier 4,10,6,3,0,0,0.5405,0.349,0.5429,0.3353,0.2101,0.6482,0.3523,0.5667,0.52,0.28,52,54,49,-2,59,0.492
Tier 4,6,23,2,1,1,0.753,0.2365,0.608,0.3063,0.3117,0.7663,0.2001,0.639,0.598,0.322,73,81,70,-8,86,0.93
Tier 1,7,4,1,1,0,0.5311,0.4396,0.2493,0.0784,0.0607,0.5164,0.4281,0.2474,0.322,0.552,44,44,46,0,54,0.165
Tier 4,5,11,2,0,1,0.6537,0.201,0.6276,0.3917,0.2348,0.7194,0.2298,0.6243,0.52,0.28,54,59,49,-5,58,0.609
Tier 3,2,3,3,0,0,0.4667,0.5138,0.4886,0.2572,0.1539,0.5061,0.4526,0.4461,0.48,0.52,48,47,49,1,48,0.251
Tier 3,11,14,4,0,0,0.4,0.5238,0.5121,0.294,0.1519,0.389,0.5014,0.4591,0.48,0.52,47,49,49,-2,42,0.252
Tier 4,5,1,4,0,1,0.4843,0.2012,0.6455,0.4757,0.2143,0.5101,0.208,0.5893,0.52,0.28,50,51,49,-1,44,0.485
Tier 2,5,18,0,0,1,0.3176,0.465,0.4892,0.3772,0.0838,0.3421,0.386,0.4842,0.33,0.42,45,39,36,6,47,0.238
Tier 1,8,1,1,1,0,0.4609,0.5054,0.2844,0.2551,0.1609,0.4759,0.5299,0.2253,0.322,0.552,49,50,46,-1,55,0.267
Tier 2,1,14,6,0,0,0.3906,0.3571,0.3248,0.3549,0.0488,0.3467,0.3589,0.3266,0.33,0.42,36,38,36,-2,36,0.179
Tier 1,9,20,6,1,0,0.4639,0.4787,0.2902,0.0781,0.1181,0.4945,0.4725,0.1996,0.322,0.552,49,43,46,6,47,0.266
Tier 1,8,12,3,1,0,0.4533,0.4789,0.2788,0.1119,0.1861,0.4859,0.5047,0.3152,0.322,0.552,46,50,46,-4,47,0.271
Tier 3,2,7,1,0,0,0.5573,0.5428,0.4627,0.2066,0.1937,0.6247,0.4964,0.5034,0.48,0.52,56,53,49,3,58,0.597
Tier 1,12,1,4,0,0,0.3188,0.5263,0.3342,0.15,0.0338,0.3213,0.5117,0.3426,0.28,0.48,34,33,32,1,32,0.181
Tier 2,9,4,2,1,0,0.6034,0.3998,0.4127,0.3282,0.1743,0.65,0.375,0.3839,0.3795,0.483,59,59,52,0,73,0.658
Tier 2,4,4,2,0,1,0.3247,0.4845,0.5429,0.2194,0.1543,0.2796,0.4387,0.4794,0.33,0.42,41,38,36,3,41,0.239
Tier 4,6,13,2,1,1,0.8073,0.2887,0.6661,0.4386,0.1779,0.7601,0.2751,0.6479,0.598,0.322,80,84,70,-4,92,0.883
Tier 3,4,4,5,0,1,0.5537,0.4483,0.6216,0.2599,0.1939,0.5908,0.459,0.6165,0.48,0.52,53,55,49,-2,59,0.572
Tier 3,8,7,2,1,0,0.7188,0.4214,0.459,0.3026,0.1625,0.7073,0.4364,0.4749,0.552,0.598,75,69,71,6,81,0.924
Tier 4,5,4,0,0,1,0.4755,0.2313,0.6159,0.4191,0.2327,0.4892,0.2589,0.6142,0.52,0.28,49,51,49,-2,43,0.211
Tier 2,1,7,2,0,0,0.3553,0.4504,0.3516,0.2061,0.2161,0.3275,0.4622,0.3242,0.33,0.42,41,37,36,4,34,0.197
Tier 1,1,16,6,0,0,0.1553,0.534,0.4428,0.0492,0.0144,0.162,0.5333,0.4264,0.28,0.48,29,28,32,1,29,0.23
Tier 1,12,8,6,0,0,0.3584,0.4021,0.3193,0.2155,0.0587,0.3896,0.4302,0.3688,0.28,0.48,36,36,32,0,32,0.141
Tier 4,11,0,2,0,0,0.5331,0.2558,0.5016,0.4173,0.3021,0.4837,0.2474,0.4842,0.52,0.28,50,47,49,3,51,0.496
Tier 1,4,3,2,0,1,0.3272,0.4845,0.5103,0.1918,0.1766,0.3866,0.4541,0.5456,0.28,0.48,39,42,32,-3,34,0.191
Tier 3,7,19,2,1,0,0.6181,0.4616,0.5031,0.2923,0.2125,0.6389,0.4522,0.4934,0.552,0.598,74,66,71,8,84,0.906
Tier 1,6,0,3,1,1,0.5226,0.5165,0.5634,0.1216,0.086,0.4872,0.5676,0.5433,0.322,0.552,56,57,46,-1,68,0.629
Tier 2,1,1,2,0,0,0.3323,0.401,0.3538,0.2112,0.2495,0.2906,0.4092,0.3822,0.33,0.42,36,35,36,1,29,0.22
Tier 3,3,9,0,0,0,0.5479,0.5141,0.4272,0.3276,0.1111,0.5077,0.512,0.4879,0.48,0.52,55,51,49,4,55,0.601
Tier 4,9,13,0,1,0,0.7351,0.2756,0.6284,0.3421,0.0831,0.7188,0.2938,0.6439,0.598,0.322,71,78,70,-7,76,0.903
Tier 2,7,7,2,1,0,0.5097,0.435,0.4095,0.2945,0.0827,0.4579,0.412,0.3801,0.3795,0.483,60,51,52,9,71,0.759
Tier 1,2,5,3,0,0,0.2798,0.4097,0.2715,0.2415,0.032,0.3021,0.3954,0.2343,0.28,0.48,29,30,32,-1,24,0.143
Tier 1,12,9,1,0,0,0.2495,0.6129,0.3836,0.1446,0.0715,0.1687,0.6184,0.3537,0.28,0.48,39,31,32,8,41,0.246
Tier 4,1,18,6,0,0,0.5232,0.2335,0.5188,0.3461,0.3515,0.5099,0.1854,0.5196,0.52,0.28,54,47,49,7,62,0.639
Tier 1,4,15,5,0,1,0.2443,0.4388,0.3588,0.2197,0.0468,0.2799,0.4191,0.4278,0.28,0.48,31,36,32,-5,31,0.171
Tier 1,9,0,1,1,0,0.413,0.5119,0.3276,0.0702,0.1935,0.3991,0.5711,0.3249,0.322,0.552,46,47,46,-1,49,0.234
Tier 2,8,2,3,1,0,0.5106,0.3678,0.196,0.1693,0.182,0.4548,0.3203,0.1386,0.3795,0.483,45,39,52,6,59,0.247
Tier 3,10,5,3,0,0,0.492,0.5382,0.4342,0.2342,0.2227,0.5285,0.5663,0.4154,0.48,0.52,49,50,49,-1,49,0.186
Tier 1,7,6,3,1,0,0.3477,0.3597,0.1914,0.2614,0.1472,0.2998,0.3555,0.2501,0.322,0.552,38,39,46,-1,40,0.17
Tier 3,11,6,5,0,0,0.4151,0.5214,0.5362,0.2859,0.1585,0.4654,0.5426,0.5316,0.48,0.52,48,50,49,-2,47,0.217
Tier 2,3,1,5,0,0,0.256,0.3912,0.377,0.3018,0.0704,0.2651,0.3801,0.3679,0.33,0.42,33,34,36,-1,28,0.192
Tier 3,11,19,6,0,0,0.5289,0.4599,0.4084,0.3046,0.178,0.5101,0.5022,0.3847,0.48,0.52,53,49,49,4,57,0.505
Tier 4,7,19,2,1,0,0.6958,0.2914,0.5802,0.3187,0.3234,0.6439,0.2979,0.5706,0.598,0.322,79,70,70,9,91,0.893
Tier 4,3,12,0,0,0,0.6117,0.2303,0.5449,0.2997,0.2313,0.597,0.2149,0.4654,0.52,0.28,50,47,49,3,52,0.453
Tier 2,10,9,4,0,0,0.2666,0.45,0.4071,0.2598,0.0784,0.2752,0.4254,0.4453,0.33,0.42,39,36,36,3,40,0.21
Tier 3,11,23,0,0,0,0.3968,0.4197,0.3991,0.379,0.1191,0.4718,0.377,0.3522,0.48,0.52,43,49,49,-6,42,0.235
Tier 3,12,0,0,0,0,0.4319,0.57,0.4944,0.2581,0.1857,0.4743,0.5857,0.4081,0.48,0.52,49,50,49,-1,45,0.249
Tier 2,9,1,2,1,0,0.5368,0.3012,0.3559,0.1982,0.1305,0.5157,0.3277,0.3235,0.3795,0.483,48,48,52,0,63,0.292
Tier 1,12,7,3,0,0,0.3844,0.4089,0.3407,0.1369,0.2968,0.409,0.4655,0.3581,0.28,0.48,39,36,32,3,34,0.183
Tier 4,9,10,2,1,0,0.7416,0.3101,0.3624,0.3358,0.1908,0.7968,0.3338,0.355,0.598,0.322,66,69,70,-3,78,0.808
Tier 1,11,17,0,0,0,0.2316,0.5589,0.3364,0.1401,0.0637,0.2462,0.5704,0.3376,0.28,0.48,35,31,32,4,30,0.169
Tier 2,1,23,2,0,0,0.3275,0.4104,0.3731,0.3329,0.191,0.3751,0.429,0.376,0.33,0.42,38,44,36,-6,38,0.161
Tier 4,6,10,4,1,1,0.7635,0.29,0.5616,0.3551,0.1416,0.7421,0.2837,0.5013,0.598,0.322,72,69,70,3,85,0.886
Tier 4,9,11,0,1,0,0.7365,0.2743,0.4949,0.2498,0.2133,0.7662,0.2369,0.4862,0.598,0.322,67,67,70,0,78,0.849
Tier 4,3,9,4,0,0,0.5195,0.2505,0.4519,0.3329,0.2436,0.5244,0.3096,0.4898,0.52,0.28,51,49,49,2,61,0.528
Tier 3,8,22,2,1,0,0.7045,0.5738,0.4813,0.2158,0.2668,0.6738,0.5343,0.4719,0.552,0.598,73,70,71,3,83,0.94
Tier 2,2,2,1,0,0,0.3576,0.3685,0.3368,0.1967,0.1169,0.337,0.3245,0.3484,0.33,0.42,34,32,36,2,33,0.195
Tier 1,4,13,3,0,1,0.2653,0.5869,0.6029,0.2098,0.0719,0.276,0.5379,0.5681,0.28,0.48,40,41,32,-1,34,0.219
Tier 2,11,9,5,0,0,0.2851,0.4366,0.4249,0.2903,0.1188,0.2975,0.4503,0.4758,0.33,0.42,41,40,36,1,34,0.185
Tier 2,2,6,1,0,0,0.3919,0.4548,0.3725,0.1916,0.1873,0.3127,0.4865,0.3761,0.33,0.42,39,37,36,2,35,0.196
Tier 2,10,5,2,0,0,0.3272,0.4647,0.3896,0.1055,0.0565,0.2839,0.4829,0.4118,0.33,0.42,35,35,36,0,36,0.117
Tier 4,12,7,0,0,0,0.5211,0.2947,0.5345,0.3314,0.2271,0.4717,0.3293,0.5445,0.52,0.28,54,49,49,5,59,0.596
Tier 2,2,5,5,0,0,0.4254,0.3364,0.2934,0.236,0.1201,0.4304,0.3354,0.3182,0.33,0.42,35,35,36,0,30,0.17
Tier 4,6,1,4,1,1,0.6447,0.2778,0.6736,0.3285,0.2326,0.5801,0.2397,0.6279,0.598,0.322,71,67,70,4,79,0.893
Tier 4,7,14,2,1,0,0.6784,0.2933,0.4835,0.367,0.2599,0.6294,0.3041,0.4117,0.598,0.322,68,70,70,-2,78,0.851
Tier 3,4,19,4,0,1,0.4503,0.5041,0.6443,0.296,0.1869,0.4274,0.5473,0.7053,0.48,0.52,57,53,49,4,53,0.668
Tier 1,8,10,2,1,0,0.4792,0.4832,0.3497,0.1621,0.2006,0.4996,0.5205,0.3409,0.322,0.552,50,52,46,-2,55,0.463
Tier 4,1,19,3,0,0,0.5277,0.3084,0.5122,0.3727,0.2147,0.4378,0.256,0.5512,0.52,0.28,55,46,49,9,60,0.575
Tier 3,5,19,2,0,1,0.452,0.5397,0.6559,0.4113,0.1513,0.5188,0.5053,0.6754,0.48,0.52,61,57,49,4,58,0.701
Tier 4,12,4,5,0,0,0.5742,0.2294,0.5391,0.3954,0.3031,0.6131,0.2523,0.5135,0.52,0.28,51,52,49,-1,53,0.52
Tier 3,6,22,6,1,1,0.6364,0.592,0.5953,0.2857,0.1641,0.5802,0.6355,0.6231,0.552,0.598,74,75,71,-1,82,0.878
Tier 3,11,23,6,0,0,0.5071,0.6126,0.5032,0.3387,0.1484,0.551,0.5958,0.5128,0.48,0.52,54,61,49,-7,67,0.536
Tier 4,12,4,1,0,0,0.5995,0.4226,0.4987,0.3424,0.2944,0.6022,0.4224,0.5746,0.52,0.28,56,56,49,0,63,0.571
Tier 1,3,17,1,0,0,0.2576,0.4571,0.3777,0.2216,0.0,0.2299,0.4295,0.369,0.28,0.48,35,29,32,6,30,0.193
Tier 4,2,21,3,0,0,0.5198,0.2216,0.6033,0.4351,0.2374,0.5103,0.1794,0.6461,0.52,0.28,51,50,49,1,54,0.534
Tier 4,3,21,2,0,0,0.4495,0.2425,0.4576,0.2895,0.1768,0.4857,0.1723,0.4749,0.52,0.28,42,42,49,0,40,0.199
Tier 1,4,15,5,0,1,0.2311,0.5394,0.4998,0.1504,0.1545,0.2132,0.5394,0.4756,0.28,0.48,36,38,32,-2,33,0.16
Tier 1,4,10,1,0,1,0.2958,0.5033,0.4038,0.2044,0.0114,0.3835,0.4829,0.4457,0.28,0.48,34,38,32,-4,28,0.195
Tier 2,10,17,4,0,0,0.3329,0.4482,0.3746,0.2278,0.0868,0.3268,0.4314,0.3463,0.33,0.42,40,35,36,5,38,0.197
Tier 1,1,15,5,0,0,0.3047,0.4945,0.3259,0.19,0.171,0.2565,0.4818,0.3394,0.28,0.48,34,35,32,-1,32,0.199
Tier 4,12,1,2,0,0,0.5872,0.3047,0.386,0.3589,0.2327,0.5437,0.2332,0.4045,0.52,0.28,49,46,49,3,55,0.286
Tier 2,12,2,1,0,0,0.3319,0.4651,0.3832,0.2803,0.0177,0.3674,0.4918,0.377,0.33,0.42,37,38,36,-1,35,0.221
Tier 4,4,11,4,0,1,0.4879,0.1779,0.8191,0.3903,0.1965,0.5355,0.2152,0.8388,0.52,0.28,52,55,49,-3,53,0.488
Tier 4,9,15,6,1,0,0.7335,0.2979,0.536,0.3528,0.2912,0.725,0.2978,0.5486,0.598,0.322,73,79,70,-6,84,0.907
Tier 1,7,13,6,1,0,0.4581,0.4721,0.1292,0.2525,0.1541,0.4046,0.445,0.1871,0.322,0.552,44,46,46,-2,45,0.232
Tier 1,10,6,3,0,0,0.283,0.463,0.3433,0.1504,0.0,0.2459,0.4211,0.2791,0.28,0.48,31,27,32,4,30,0.171
Tier 3,7,1,3,1,0,0.7254,0.5444,0.4212,0.3148,0.1933,0.813,0.5447,0.4365,0.552,0.598,73,77,71,-4,83,0.887
Tier 3,9,16,1,1,0,0.6906,0.5573,0.4548,0.3301,0.2229,0.6554,0.5188,0.4728,0.552,0.598,73,70,71,3,89,0.871
Tier 2,4,14,5,0,1,0.2386,0.373,0.5439,0.2244,0.2532,0.2078,0.3824,0.589,0.33,0.42,37,40,36,-3,29,0.238
Tier 3,12,4,0,0,0,0.5397,0.4792,0.5298,0.3588,0.1027,0.5157,0.533,0.5325,0.48,0.52,52,53,49,-1,60,0.555
Tier 2,9,10,1,1,0,0.5364,0.2939,0.4184,0.2638,0.0656,0.4895,0.3146,0.4262,0.3795,0.483,50,47,52,3,61,0.52
Tier 3,11,7,0,0,0,0.4449,0.5112,0.4272,0.3594,0.1905,0.4182,0.4649,0.3766,0.48,0.52,53,46,49,7,49,0.554
Tier 4,5,18,3,0,1,0.4822,0.2736,0.6721,0.3509,0.1442,0.5179,0.2515,0.6457,0.52,0.28,55,49,49,6,53,0.627
Tier 3,4,9,1,0,1,0.4366,0.4094,0.5684,0.2531,0.1061,0.4127,0.3874,0.5678,0.48,0.52,50,43,49,7,52,0.543
Tier 2,12,23,0,0,0,0.295,0.4601,0.413,0.2174,0.1506,0.3223,0.4955,0.3805,0.33,0.42,37,43,36,-6,37,0.231
Tier 4,1,16,6,0,0,0.365,0.3157,0.5359,0.4116,0.1525,0.3447,0.3518,0.4935,0.52,0.28,45,44,49,1,42,0.242
Tier 3,10,4,4,0,0,0.4131,0.4732,0.4716,0.2079,0.2539,0.3811,0.5046,0.4366,0.48,0.52,45,44,49,1,47,0.259
